timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1590031657652,80,进入编辑条目页面,200,OK,线程组 1-3,text,true,,2838,0,3,3,80,0,0
1590031656645,1332,发表条目,200,OK,线程组 1-1,text,true,,282987,0,3,3,62,0,0
1590031657978,60,进入编辑条目页面,200,OK,线程组 1-1,text,true,,2846,0,3,3,60,0,0
1590031657047,1257,发表条目,200,OK,线程组 1-2,text,true,,240661,0,3,3,53,0,0
1590031658305,58,进入编辑条目页面,200,OK,线程组 1-2,text,true,,2848,0,3,3,58,0,0
1590031657733,1100,发表条目,200,OK,线程组 1-3,text,true,,239827,0,3,3,51,0,0
1590031658834,72,进入编辑条目页面,200,OK,线程组 1-3,text,true,,2838,0,3,3,72,0,0
1590031658039,1260,发表条目,200,OK,线程组 1-1,text,true,,283398,0,3,3,46,0,0
1590031659300,54,进入编辑条目页面,200,OK,线程组 1-1,text,true,,2846,0,3,3,54,0,0
1590031658370,1143,发表条目,200,OK,线程组 1-2,text,true,,241072,0,3,3,54,0,0
1590031659514,60,进入编辑条目页面,200,OK,线程组 1-2,text,true,,2848,0,3,3,60,0,0
1590031658907,1143,发表条目,200,OK,线程组 1-3,text,true,,240238,0,3,3,55,0,0
1590031660051,67,进入编辑条目页面,200,OK,线程组 1-3,text,true,,2838,0,3,3,67,0,0
1590031659599,1074,发表条目,200,OK,线程组 1-2,text,true,,241483,0,3,3,87,0,0
1590031659356,1329,发表条目,200,OK,线程组 1-1,text,true,,283809,0,3,3,57,0,0
1590031660673,71,进入编辑条目页面,200,OK,线程组 1-2,text,true,,2848,0,3,3,71,0,0
1590031660684,102,进入编辑条目页面,200,OK,线程组 1-1,text,true,,2846,0,3,3,102,0,0
1590031660119,1158,发表条目,200,OK,线程组 1-3,text,true,,240649,0,3,3,55,0,0
1590031661286,79,进入编辑条目页面,200,OK,线程组 1-3,text,true,,2838,0,3,3,79,0,0
1590031660746,1158,发表条目,200,OK,线程组 1-2,text,true,,241894,0,3,3,73,0,0
1590031661904,64,进入编辑条目页面,200,OK,线程组 1-2,text,true,,2848,0,3,3,64,0,0
1590031660802,1305,发表条目,200,OK,线程组 1-1,text,true,,284220,0,3,3,62,0,0
1590031662108,77,进入编辑条目页面,200,OK,线程组 1-1,text,true,,2846,0,3,3,77,0,0
1590031661367,1172,发表条目,200,OK,线程组 1-3,text,true,,241060,0,3,3,58,0,0
1590031662540,63,进入编辑条目页面,200,OK,线程组 1-3,text,true,,2838,0,3,3,63,0,0
1590031661974,1123,发表条目,200,OK,线程组 1-2,text,true,,242305,0,3,3,53,0,0
1590031663098,57,进入编辑条目页面,200,OK,线程组 1-2,text,true,,2848,0,3,3,57,0,0
1590031662187,1385,发表条目,200,OK,线程组 1-1,text,true,,284631,0,3,3,50,0,0
1590031663574,64,进入编辑条目页面,200,OK,线程组 1-1,text,true,,2846,0,3,3,64,0,0
